,u,i,ts,label,idx
99,33,32,1082609249.0,0,100
100,34,35,1082609649.0,0,101
101,35,34,1082609719.0,0,102
102,34,35,1082609913.0,0,103
103,35,34,1082609972.0,0,104
104,16,82,1082610114.0,0,105
105,20,72,1082610117.0,0,106
106,20,72,1082610241.0,0,107
107,6,82,1082610294.0,0,108
108,34,35,1082610332.0,0,109
109,6,335,1082610339.0,0,110
110,15,1378,1082611326.0,0,111
111,19,335,1082612106.0,0,112
112,19,179,1082612122.0,0,113
113,36,23,1082612494.0,0,114
114,36,38,1082612535.0,0,115
115,19,58,1082612618.0,0,116
116,36,82,1082612664.0,0,117
117,19,973,1082612672.0,0,118
118,36,31,1082612947.0,0,119
119,8,1379,1082613371.0,0,120
120,8,33,1082613444.0,0,121
121,7,15,1082613466.0,0,122
122,8,1376,1082613910.0,0,123
123,8,82,1082614030.0,0,124
124,8,82,1082614035.0,0,125
125,8,82,1082614037.0,0,126
126,8,119,1082614388.0,0,127
127,37,1375,1082614460.0,0,128
128,26,31,1082614477.0,0,129
129,18,82,1082614831.0,0,130
130,19,82,1082616043.0,0,131
131,38,36,1082616085.0,0,132
132,19,38,1082616093.0,0,133
133,28,1375,1082616359.0,0,134
134,19,38,1082616735.0,0,135
135,19,82,1082617102.0,0,136
136,20,39,1082617666.0,0,137
137,8,65,1082618206.0,0,138
138,8,33,1082618294.0,0,139
139,2,39,1082619042.0,0,140
140,8,5,1082619196.0,0,141
141,8,82,1082619271.0,0,142
142,39,40,1082619833.0,0,143
143,37,82,1082620003.0,0,144
144,17,164,1082620032.0,0,145
145,40,23,1082620231.0,0,146
146,41,38,1082620509.0,0,147
147,17,109,1082620689.0,0,148
148,41,5,1082620950.0,0,149
149,17,1380,1082621383.0,0,150
150,42,25,1082621402.0,0,151
151,17,42,1082621459.0,0,152
152,17,39,1082621518.0,0,153
153,43,1381,1082621575.0,0,154
154,17,1267,1082621760.0,0,155
155,43,1381,1082621825.0,0,156
156,17,42,1082621841.0,0,157
157,43,1381,1082621981.0,0,158
158,17,164,1082622201.0,0,159
159,17,39,1082622692.0,0,160
160,26,82,1082622812.0,0,161
161,44,39,1082622904.0,0,162
162,17,39,1082623270.0,0,163
163,44,39,1082623289.0,0,164
164,44,39,1082623664.0,0,165
165,30,39,1082623764.0,0,166
166,30,76,1082623795.0,0,167
167,41,5,1082624060.0,0,168
168,2,39,1082624449.0,0,169
169,2,39,1082624696.0,0,170
170,23,40,1082625217.0,0,171
171,39,5,1082626287.0,0,172
172,43,973,1082627222.0,0,173
173,45,109,1082627395.0,0,174
174,5,39,1082628373.0,0,175
175,39,5,1082629290.0,0,176
176,43,22,1082629573.0,0,177
177,46,47,1082630222.0,0,178
178,47,46,1082630376.0,0,179
179,46,47,1082630411.0,0,180
180,23,46,1082630520.0,0,181
181,48,5,1082630832.0,0,182
182,48,5,1082630846.0,0,183
183,46,23,1082630976.0,0,184
184,49,51,1082631193.0,0,185
185,50,46,1082631289.0,0,186
186,46,23,1082631600.0,0,187
187,46,50,1082631611.0,0,188
188,51,49,1082631973.0,0,189
189,23,82,1082632034.0,0,190
190,46,23,1082632063.0,0,191
191,52,33,1082635084.0,0,192
192,52,82,1082635445.0,0,193
193,53,1375,1082637588.0,0,194
194,53,1375,1082637597.0,0,195
195,52,33,1082640108.0,0,196
196,54,25,1082653516.0,0,197
197,55,33,1082653683.0,0,198
198,54,204,1082653966.0,0,199
199,54,5,1082654051.0,0,200
200,54,1367,1082654503.0,0,201
201,54,1382,1082654817.0,0,202
202,54,973,1082655250.0,0,203
203,20,50,1082656071.0,0,204
204,17,54,1082659317.0,0,205
205,17,53,1082659895.0,0,206
206,16,1383,1082660179.0,0,207
207,16,98,1082660743.0,0,208
208,17,470,1082660940.0,0,209
209,56,1384,1082661553.0,0,210
210,16,82,1082662461.0,0,211
211,17,1385,1082662716.0,0,212
212,17,98,1082662740.0,0,213
213,36,98,1082663507.0,0,214
214,57,54,1082663676.0,0,215
215,51,1386,1082663773.0,0,216
216,25,42,1082664575.0,0,217
217,25,54,1082664609.0,0,218
218,25,29,1082664651.0,0,219
219,13,82,1082665970.0,0,220
220,41,82,1082666210.0,0,221
221,20,1387,1082666706.0,0,222
222,20,1388,1082667280.0,0,223
223,20,1388,1082667312.0,0,224
224,20,36,1082667839.0,0,225
225,58,82,1082668259.0,0,226
226,45,15,1082669430.0,0,227
227,59,49,1082670352.0,0,228
228,60,61,1082670688.0,0,229
229,60,61,1082670704.0,0,230
230,61,60,1082670775.0,0,231
231,61,72,1082670850.0,0,232
232,60,61,1082670949.0,0,233
233,61,60,1082670972.0,0,234
234,60,82,1082671048.0,0,235
235,35,34,1082671401.0,0,236
236,59,61,1082671996.0,0,237
237,62,1383,1082672486.0,0,238
238,33,55,1082672710.0,0,239
239,20,1381,1082673531.0,0,240
240,11,1389,1082673946.0,0,241
241,20,36,1082675428.0,0,242
242,1,1390,1082676222.0,0,243
243,45,64,1082677446.0,0,244
244,63,1391,1082677532.0,0,245
245,17,53,1082678664.0,0,246
246,20,36,1082680218.0,0,247
247,20,36,1082680860.0,0,248
248,17,64,1082680998.0,0,249
249,17,125,1082681628.0,0,250
250,17,169,1082681679.0,0,251
251,20,36,1082681912.0,0,252
252,20,79,1082682026.0,0,253
253,20,1387,1082682189.0,0,254
254,6,61,1082682332.0,0,255
255,36,82,1082682731.0,0,256
256,17,98,1082683846.0,0,257
257,64,98,1082683974.0,0,258
258,17,98,1082684146.0,0,259
259,64,204,1082684222.0,0,260
260,64,33,1082684424.0,0,261
261,17,98,1082684927.0,0,262
262,17,1384,1082685268.0,0,263
263,64,65,1082685511.0,0,264
264,65,64,1082685625.0,0,265
265,15,1392,1082685691.0,0,266
266,17,1384,1082685725.0,0,267
267,64,65,1082685768.0,0,268
268,33,64,1082686656.0,0,269
269,64,5,1082686913.0,0,270
270,66,14,1082687241.0,0,271
271,48,1391,1082688025.0,0,272
272,52,33,1082688404.0,0,273
273,52,33,1082688765.0,0,274
274,52,38,1082689042.0,0,275
275,52,1388,1082689139.0,0,276
276,52,33,1082689523.0,0,277
277,66,14,1082691496.0,0,278
278,30,76,1082692186.0,0,279
279,30,64,1082692204.0,0,280
280,30,36,1082692215.0,0,281
281,67,14,1082692234.0,0,282
282,17,48,1082692567.0,0,283
283,17,68,1082692612.0,0,284
284,17,164,1082692654.0,0,285
285,17,279,1082692856.0,0,286
286,17,68,1082692929.0,0,287
287,17,973,1082693082.0,0,288
288,52,33,1082693359.0,0,289
289,52,69,1082693580.0,0,290
290,68,69,1082693664.0,0,291
291,69,68,1082693705.0,0,292
292,17,68,1082693715.0,0,293
293,52,69,1082693727.0,0,294
294,8,119,1082693950.0,0,295
295,68,69,1082693958.0,0,296
296,52,69,1082694026.0,0,297
297,52,69,1082694074.0,0,298
298,69,68,1082694080.0,0,299
299,68,69,1082694144.0,0,300
300,17,68,1082694158.0,0,301
301,17,68,1082694612.0,0,302
302,17,68,1082695409.0,0,303
303,6,98,1082697472.0,0,304
304,6,98,1082698466.0,0,305
305,27,1393,1082699464.0,0,306
306,45,15,1082700012.0,0,307
307,70,1394,1082701057.0,0,308
308,45,70,1082701256.0,0,309
309,8,61,1082701459.0,0,310
310,20,42,1082701470.0,0,311
311,45,70,1082701484.0,0,312
312,70,1394,1082701493.0,0,313
313,8,1395,1082701903.0,0,314
314,20,164,1082702454.0,0,315
315,20,109,1082702546.0,0,316
316,20,50,1082702617.0,0,317
317,20,42,1082702670.0,0,318
318,8,56,1082702679.0,0,319
319,20,42,1082702885.0,0,320
320,6,15,1082702909.0,0,321
321,20,42,1082703058.0,0,322
322,20,42,1082703229.0,0,323
323,52,38,1082703442.0,0,324
324,52,33,1082703489.0,0,325
325,18,40,1082703540.0,0,326
326,71,54,1082703577.0,0,327
327,52,33,1082704067.0,0,328
328,18,40,1082704560.0,0,329
329,18,51,1082704766.0,0,330
330,18,51,1082705521.0,0,331
331,18,51,1082705563.0,0,332
332,52,51,1082705658.0,0,333
333,18,51,1082705768.0,0,334
334,52,51,1082705775.0,0,335
335,18,204,1082706733.0,0,336
336,72,61,1082706737.0,0,337
337,18,973,1082706844.0,0,338
338,20,1396,1082706986.0,0,339
339,20,1396,1082707082.0,0,340
340,20,35,1082707557.0,0,341
341,20,125,1082707684.0,0,342
342,64,69,1082709847.0,0,343
343,71,64,1082710212.0,0,344
344,8,1379,1082710304.0,0,345
345,8,1379,1082710599.0,0,346
346,8,1379,1082710723.0,0,347
347,54,25,1082710926.0,0,348
348,8,1379,1082710984.0,0,349
349,64,69,1082711051.0,0,350
350,54,82,1082711115.0,0,351
351,54,38,1082711129.0,0,352
352,8,1379,1082711132.0,0,353
353,54,204,1082711211.0,0,354
354,54,69,1082711395.0,0,355
355,64,69,1082711713.0,0,356
356,32,33,1082712614.0,0,357
357,69,64,1082712846.0,0,358
358,6,15,1082712981.0,0,359
359,38,54,1082713007.0,0,360
360,33,32,1082713242.0,0,361
361,73,82,1082713344.0,0,362
362,64,69,1082713430.0,0,363
363,64,69,1082713619.0,0,364
364,74,15,1082713772.0,0,365
365,75,48,1082714081.0,0,366
366,75,54,1082714222.0,0,367
367,75,62,1082714356.0,0,368
368,6,98,1082714460.0,0,369
369,52,98,1082715683.0,0,370
370,52,38,1082715865.0,0,371
371,52,38,1082716576.0,0,372
372,52,98,1082716714.0,0,373
373,23,973,1082716717.0,0,374
374,76,973,1082716899.0,0,375
375,77,23,1082716941.0,0,376
376,76,38,1082716951.0,0,377
377,77,76,1082717081.0,0,378
378,76,98,1082717085.0,0,379
379,77,76,1082717213.0,0,380
380,77,23,1082717349.0,0,381
381,77,76,1082717511.0,0,382
382,77,23,1082717714.0,0,383
383,77,23,1082717856.0,0,384
384,76,98,1082717927.0,0,385
385,45,23,1082718139.0,0,386
386,76,98,1082718272.0,0,387
387,45,76,1082718540.0,0,388
388,45,76,1082718708.0,0,389
389,45,23,1082718758.0,0,390
390,45,76,1082718927.0,0,391
391,54,75,1082720154.0,0,392
392,54,38,1082720168.0,0,393
393,4,1001,1082721036.0,0,394
394,20,164,1082741603.0,0,395
395,20,54,1082741645.0,0,396
396,38,76,1082742068.0,0,397
397,20,15,1082744110.0,0,398
398,57,54,1082745481.0,0,399
399,16,98,1082745659.0,0,400
400,17,54,1082745815.0,0,401
401,17,98,1082745893.0,0,402
402,17,382,1082746385.0,0,403
403,20,15,1082746993.0,0,404
404,8,61,1082747959.0,0,405
405,6,1393,1082749051.0,0,406
406,6,1397,1082749071.0,0,407
407,6,378,1082749129.0,0,408
408,6,1398,1082749176.0,0,409
409,6,617,1082749262.0,0,410
410,6,836,1082749354.0,0,411
411,6,1399,1082749374.0,0,412
412,6,82,1082749391.0,0,413
413,6,82,1082749400.0,0,414
414,6,69,1082749423.0,0,415
415,6,1362,1082749444.0,0,416
416,6,5,1082749542.0,0,417
417,6,224,1082749637.0,0,418
418,6,62,1082749757.0,0,419
419,1,69,1082750393.0,0,420
420,2,92,1082750637.0,0,421
421,17,98,1082750770.0,0,422
422,2,92,1082750830.0,0,423
423,14,67,1082751284.0,0,424
424,2,82,1082751801.0,0,425
425,29,25,1082753565.0,0,426
426,17,1400,1082756670.0,0,427
427,66,14,1082757534.0,0,428
428,51,26,1082758516.0,0,429
429,51,16,1082758745.0,0,430
430,6,5,1082758968.0,0,431
431,17,34,1082760011.0,0,432
432,45,76,1082760681.0,0,433
433,6,335,1082761826.0,0,434
434,6,5,1082762055.0,0,435
435,6,1401,1082762898.0,0,436
436,8,1402,1082763520.0,0,437
437,6,82,1082763674.0,0,438
438,6,15,1082764006.0,0,439
439,20,79,1082768258.0,0,440
440,54,69,1082768279.0,0,441
441,54,79,1082768355.0,0,442
442,20,79,1082768523.0,0,443
443,20,79,1082768576.0,0,444
444,20,79,1082768616.0,0,445
445,26,51,1082768729.0,0,446
446,1,1403,1082768765.0,0,447
447,20,35,1082770262.0,0,448
448,20,79,1082770436.0,0,449
449,78,33,1082772499.0,0,450
450,79,5,1082773348.0,0,451
451,17,382,1082773642.0,0,452
452,17,98,1082773711.0,0,453
453,17,54,1082773798.0,0,454
454,17,79,1082773829.0,0,455
455,6,5,1082773864.0,0,456
456,16,51,1082777620.0,0,457
457,80,208,1082778734.0,0,458
458,81,33,1082780126.0,0,459
459,15,84,1082781105.0,0,460
460,82,5,1082781852.0,0,461
461,15,82,1082782023.0,0,462
462,19,335,1082782364.0,0,463
463,19,61,1082782436.0,0,464
464,19,67,1082782472.0,0,465
465,19,1404,1082782510.0,0,466
466,19,116,1082782545.0,0,467
467,19,1401,1082782564.0,0,468
468,19,1254,1082782610.0,0,469
469,19,121,1082782632.0,0,470
470,19,1405,1082782648.0,0,471
471,19,279,1082782678.0,0,472
472,25,29,1082782768.0,0,473
473,19,25,1082782793.0,0,474
474,25,224,1082782821.0,0,475
475,25,1406,1082782896.0,0,476
476,25,223,1082782914.0,0,477
477,25,201,1082782926.0,0,478
478,52,51,1082783260.0,0,479
479,26,1401,1082783365.0,0,480
480,15,1392,1082783508.0,0,481
481,5,82,1082784142.0,0,482
482,5,84,1082784235.0,0,483
483,52,38,1082784982.0,0,484
484,52,604,1082785151.0,0,485
485,28,224,1082785541.0,0,486
486,15,11,1082786041.0,0,487
487,45,81,1082787361.0,0,488
488,6,82,1082787836.0,0,489
489,19,25,1082787880.0,0,490
490,6,9,1082788102.0,0,491
491,6,1404,1082788143.0,0,492
492,6,204,1082788304.0,0,493
493,52,98,1082789132.0,0,494
494,15,92,1082789253.0,0,495
495,15,98,1082789317.0,0,496
496,15,89,1082789394.0,0,497
497,83,176,1082789421.0,0,498
498,52,65,1082789902.0,0,499
499,64,98,1082789993.0,0,500
500,84,5,1082790172.0,0,501
501,52,38,1082790636.0,0,502
502,18,169,1082790887.0,0,503
503,52,38,1082790910.0,0,504
504,52,38,1082790969.0,0,505
505,8,98,1082791017.0,0,506
506,52,38,1082791077.0,0,507
507,52,38,1082791153.0,0,508
508,80,84,1082791166.0,0,509
509,80,84,1082791168.0,0,510
510,18,98,1082791216.0,0,511
511,19,38,1082791248.0,0,512
512,52,38,1082791336.0,0,513
513,85,38,1082791356.0,0,514
514,19,38,1082791358.0,0,515
515,85,38,1082791450.0,0,516
516,19,38,1082791473.0,0,517
517,80,38,1082791505.0,0,518
518,52,38,1082791511.0,0,519
519,19,38,1082791516.0,0,520
520,85,38,1082791562.0,0,521
521,19,38,1082791565.0,0,522
522,80,38,1082791575.0,0,523
523,52,38,1082791590.0,0,524
524,15,84,1082791592.0,0,525
525,85,38,1082791613.0,0,526
526,19,38,1082791645.0,0,527
527,85,38,1082791703.0,0,528
528,19,38,1082791710.0,0,529
529,80,38,1082791719.0,0,530
530,52,38,1082791745.0,0,531
531,19,86,1082791770.0,0,532
532,19,86,1082791774.0,0,533
533,84,1407,1082791796.0,0,534
534,84,86,1082791813.0,0,535
535,15,83,1082791825.0,0,536
536,15,86,1082791841.0,0,537
537,85,38,1082791866.0,0,538
538,84,1408,1082791868.0,0,539
539,19,38,1082791906.0,0,540
540,15,1408,1082791920.0,0,541
541,19,38,1082791939.0,0,542
542,19,38,1082792036.0,0,543
543,19,38,1082792059.0,0,544
544,19,38,1082792143.0,0,545
545,80,38,1082792170.0,0,546
546,45,84,1082792284.0,0,547
547,19,38,1082792398.0,0,548
548,19,86,1082792455.0,0,549
549,19,86,1082792495.0,0,550
550,19,38,1082792526.0,0,551
551,19,86,1082792551.0,0,552
552,19,38,1082792614.0,0,553
553,80,38,1082792625.0,0,554
554,15,86,1082792629.0,0,555
555,19,86,1082792639.0,0,556
556,15,86,1082792720.0,0,557
557,19,86,1082792724.0,0,558
558,19,38,1082792756.0,0,559
559,19,87,1082792771.0,0,560
560,15,86,1082792854.0,0,561
561,19,38,1082792871.0,0,562
562,80,38,1082792886.0,0,563
563,19,86,1082792890.0,0,564
564,19,87,1082792912.0,0,565
565,86,15,1082793033.0,0,566
566,19,38,1082793068.0,0,567
567,19,86,1082793085.0,0,568
568,87,86,1082793094.0,0,569
569,87,86,1082793101.0,0,570
570,87,149,1082793170.0,0,571
571,19,86,1082793174.0,0,572
572,87,1409,1082793224.0,0,573
573,19,87,1082793307.0,0,574
574,19,42,1082793327.0,0,575
575,19,38,1082793357.0,0,576
576,15,86,1082793383.0,0,577
577,19,87,1082793490.0,0,578
578,19,38,1082793513.0,0,579
579,19,86,1082793526.0,0,580
580,86,87,1082793558.0,0,581
581,86,87,1082793622.0,0,582
582,86,15,1082793670.0,0,583
583,19,87,1082793700.0,0,584
584,19,86,1082793755.0,0,585
585,19,87,1082793760.0,0,586
586,15,86,1082793781.0,0,587
587,19,38,1082793787.0,0,588
588,88,102,1082793881.0,0,589
589,19,38,1082794070.0,0,590
590,86,15,1082794114.0,0,591
591,15,86,1082794174.0,0,592
592,19,86,1082794221.0,0,593
593,86,15,1082794244.0,0,594
594,83,15,1082794283.0,0,595
595,15,86,1082794299.0,0,596
596,15,83,1082794329.0,0,597
597,19,121,1082794400.0,0,598
598,83,15,1082794526.0,0,599
599,19,121,1082794637.0,0,600
600,19,86,1082794645.0,0,601
601,86,15,1082794657.0,0,602
602,38,89,1082794679.0,0,603
603,89,38,1082794697.0,0,604
604,38,89,1082794707.0,0,605
605,89,38,1082794736.0,0,606
606,19,121,1082794747.0,0,607
607,19,86,1082794771.0,0,608
608,15,83,1082794790.0,0,609
609,38,89,1082794802.0,0,610
610,89,38,1082794833.0,0,611
611,19,121,1082794838.0,0,612
612,6,15,1082794860.0,0,613
613,19,86,1082794873.0,0,614
614,38,89,1082794876.0,0,615
615,15,86,1082794883.0,0,616
616,83,15,1082794917.0,0,617
617,15,83,1082795011.0,0,618
618,19,121,1082795045.0,0,619
619,19,86,1082795074.0,0,620
620,19,121,1082795084.0,0,621
621,19,121,1082795092.0,0,622
622,38,92,1082795137.0,0,623
623,89,38,1082795149.0,0,624
624,19,86,1082795168.0,0,625
625,86,15,1082795176.0,0,626
626,19,121,1082795183.0,0,627
627,83,15,1082795194.0,0,628
628,38,89,1082795208.0,0,629
629,89,38,1082795272.0,0,630
630,38,89,1082795293.0,0,631
631,19,121,1082795341.0,0,632
632,19,86,1082795363.0,0,633
633,19,86,1082795396.0,0,634
634,15,83,1082795417.0,0,635
635,19,86,1082795418.0,0,636
636,83,15,1082795610.0,0,637
637,83,15,1082795631.0,0,638
638,15,83,1082795710.0,0,639
639,19,86,1082795788.0,0,640
640,19,121,1082795801.0,0,641
641,89,38,1082795805.0,0,642
642,38,89,1082795864.0,0,643
643,19,121,1082795899.0,0,644
644,19,121,1082796000.0,0,645
645,19,86,1082796028.0,0,646
646,19,121,1082796053.0,0,647
647,19,86,1082796076.0,0,648
648,89,38,1082796103.0,0,649
649,38,89,1082796121.0,0,650
650,19,121,1082796413.0,0,651
651,19,86,1082796466.0,0,652
652,19,86,1082796748.0,0,653
653,19,86,1082796780.0,0,654
654,19,86,1082797126.0,0,655
655,6,15,1082797139.0,0,656
656,19,86,1082797141.0,0,657
657,19,90,1082797151.0,0,658
658,19,121,1082797165.0,0,659
659,90,382,1082797326.0,0,660
660,90,15,1082797493.0,0,661
661,19,90,1082797560.0,0,662
662,19,86,1082797577.0,0,663
663,15,90,1082797717.0,0,664
664,91,90,1082797726.0,0,665
665,71,90,1082797734.0,0,666
666,92,15,1082797735.0,0,667
667,15,92,1082797758.0,0,668
668,90,91,1082797791.0,0,669
669,92,38,1082797849.0,0,670
670,19,86,1082797958.0,0,671
671,52,86,1082798009.0,0,672
672,93,91,1082798153.0,0,673
673,90,46,1082798242.0,0,674
674,52,46,1082798277.0,0,675
675,93,91,1082798295.0,0,676
676,19,90,1082798385.0,0,677
677,19,90,1082798407.0,0,678
678,19,91,1082798448.0,0,679
679,19,90,1082798456.0,0,680
680,19,91,1082798529.0,0,681
681,90,38,1082798706.0,0,682
682,19,121,1082798741.0,0,683
683,93,91,1082798811.0,0,684
684,38,92,1082798883.0,0,685
685,38,90,1082798922.0,0,686
686,52,82,1082799018.0,0,687
687,52,38,1082799073.0,0,688
688,93,91,1082799132.0,0,689
689,52,1410,1082799336.0,0,690
690,94,83,1082799344.0,0,691
691,94,83,1082799395.0,0,692
692,71,90,1082799492.0,0,693
693,93,91,1082799495.0,0,694
694,90,98,1082799513.0,0,695
695,71,90,1082799813.0,0,696
696,94,5,1082800356.0,0,697
697,50,46,1082800359.0,0,698
698,71,90,1082800502.0,0,699
699,19,40,1082800641.0,0,700
700,19,1410,1082800924.0,0,701
701,51,49,1082801641.0,0,702
702,51,97,1082802260.0,0,703
703,95,83,1082802278.0,0,704
704,51,97,1082802281.0,0,705
705,51,97,1082802311.0,0,706
706,51,97,1082802380.0,0,707
707,51,97,1082802402.0,0,708
708,52,1411,1082802453.0,0,709
709,51,97,1082802514.0,0,710
710,51,97,1082802555.0,0,711
711,51,97,1082802568.0,0,712
712,51,97,1082802619.0,0,713
713,51,97,1082802644.0,0,714
714,51,97,1082802655.0,0,715
715,51,97,1082802667.0,0,716
716,51,97,1082802673.0,0,717
717,96,378,1082802716.0,0,718
718,51,49,1082802726.0,0,719
719,96,97,1082802768.0,0,720
720,95,179,1082802803.0,0,721
721,51,97,1082802819.0,0,722
722,51,97,1082802827.0,0,723
723,97,98,1082802893.0,0,724
724,51,97,1082802914.0,0,725
725,96,97,1082802940.0,0,726
726,98,64,1082803230.0,0,727
727,52,98,1082803230.0,0,728
728,52,97,1082803315.0,0,729
729,52,98,1082803503.0,0,730
730,52,98,1082803592.0,0,731
731,19,1411,1082804389.0,0,732
732,99,378,1082805529.0,0,733
733,99,1412,1082805994.0,0,734
734,85,9,1082807759.0,0,735
735,85,204,1082807764.0,0,736
736,85,378,1082807780.0,0,737
737,85,61,1082807785.0,0,738
738,85,67,1082807790.0,0,739
739,85,40,1082807799.0,0,740
740,85,46,1082807823.0,0,741
741,85,33,1082807847.0,0,742
742,85,82,1082807851.0,0,743
743,85,5,1082807856.0,0,744
744,85,1413,1082808059.0,0,745
745,85,1414,1082808067.0,0,746
746,85,141,1082808071.0,0,747
747,85,101,1082808080.0,0,748
748,85,1415,1082808084.0,0,749
749,85,97,1082808088.0,0,750
750,85,1411,1082808093.0,0,751
751,85,248,1082808097.0,0,752
752,85,1410,1082808101.0,0,753
753,85,1416,1082808108.0,0,754
754,85,90,1082808113.0,0,755
755,85,654,1082808118.0,0,756
756,85,87,1082808131.0,0,757
757,85,149,1082808140.0,0,758
758,85,86,1082808145.0,0,759
759,85,102,1082808153.0,0,760
760,85,83,1082808160.0,0,761
761,85,116,1082808912.0,0,762
762,100,161,1082813713.0,0,763
763,100,53,1082813753.0,0,764
764,100,102,1082814036.0,0,765
765,94,75,1082814588.0,0,766
766,2,90,1082832584.0,0,767
767,2,15,1082833362.0,0,768
768,101,82,1082833487.0,0,769
769,38,90,1082833784.0,0,770
770,38,101,1082833945.0,0,771
771,38,102,1082833992.0,0,772
772,101,51,1082834275.0,0,773
773,99,101,1082835672.0,0,774
774,99,607,1082835766.0,0,775
775,99,1417,1082835825.0,0,776
776,100,1390,1082836027.0,0,777
777,62,95,1082836177.0,0,778
778,83,95,1082836204.0,0,779
779,100,79,1082836225.0,0,780
780,38,101,1082836274.0,0,781
781,51,102,1082836277.0,0,782
782,51,1418,1082836380.0,0,783
783,38,21,1082836457.0,0,784
784,38,101,1082837518.0,0,785
785,51,109,1082838056.0,0,786
786,95,62,1082838759.0,0,787
787,95,83,1082838772.0,0,788
788,52,86,1082838861.0,0,789
789,101,9,1082838963.0,0,790
790,102,51,1082839022.0,0,791
791,52,67,1082839070.0,0,792
792,101,103,1082839321.0,0,793
793,51,102,1082839444.0,0,794
794,17,54,1082839806.0,0,795
795,52,1419,1082839859.0,0,796
796,17,103,1082839951.0,0,797
797,102,51,1082840457.0,0,798
798,103,101,1082840582.0,0,799
799,101,103,1082840800.0,0,800
800,101,1419,1082840963.0,0,801
801,51,102,1082841297.0,0,802
802,102,51,1082842693.0,0,803
803,85,51,1082844137.0,0,804
804,29,51,1082844540.0,0,805
805,15,141,1082845340.0,0,806
806,104,51,1082846758.0,0,807
807,105,103,1082846766.0,0,808
808,104,1420,1082847002.0,0,809
809,104,1267,1082847025.0,0,810
810,104,65,1082847072.0,0,811
811,94,101,1082847398.0,0,812
812,106,107,1082848269.0,0,813
813,52,98,1082848309.0,0,814
